sourceID,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,BodyGroup_from,BodyGroup_to
10,233.00000000000003,50,,,,,,,,,,,,,,,10,10
11,0.0,50,,,,,,,,,,,,,,,10,3
4,5.0,50,,,,,,,,,,,,,,,10,3
5,11.0,-1130850,,,,,,,,,,,,,,,10,3
6,18.0,-1130850,,,,,,,,,,,,,,,10,3
1,21.0,-1130850,,,,,,,,,,,,,,,10,3
6,36.0,-1130850,,,,,,,,,,,,,,,10,3
6,38.0,-1130850,,,,,,,,,,,,,,,10,3
5,105.0,500,,,,,,,,,,,,,,,10,3
6,107.0,500,,,,,,,,,,,,,,,10,3
6,119.0,500,,,,,,,,,,,,,,,10,3
5,119.0,-850,,,,,,,,,,,,,,,10,3
6,120.0,-850,,,,,,,,,,,,,,,10,3
1,140.0,-850,,,,,,,,,,,,,,,10,3
5,150.0,0,,,,,,,,,,,,,,,10,3
6,156.0,0,,,,,,,,,,,,,,,10,3
7,163.0,0,,,,,,,,,,,,,,,10,3
13,176.0,0,,,,,,,,,,,,,,,10,3
9,176.0,0,,,,,,,,,,,,,,,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
0,176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
