sourceID,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,BodyGroup_from,BodyGroup_to
10,42.0,-1465050,,,,,,,,,,,,,,,1,1
11,0.0,-1465050,,,,,,,,,,,,,,,1,1
4,42.0,-1465050,,,,,,,,,,,,,,,1,1
5,49.0,-1490100,,,,,,,,,,,,,,,1,1
6,57.0,-1490100,,,,,,,,,,,,,,,1,1
1,88.0,-1490100,,,,,,,,,,,,,,,1,1
1,89.0,-1490100,,,,,,,,,,,,,,,1,1
6,91.0,-1490100,,,,,,,,,,,,,,,1,1
6,101.0,-1490100,,,,,,,,,,,,,,,1,1
6,161.0,-1490100,,,,,,,,,,,,,,,1,1
1,201.0,-1490100,,,,,,,,,,,,,,,1,1
1,203.0,-1490100,,,,,,,,,,,,,,,1,1
5,254.00000000000003,100,,,,,,,,,,,,,,,1,1
6,259.0,100,,,,,,,,,,,,,,,1,1
5,260.0,-617600,,,,,,,,,,,,,,,1,1
6,261.0,-617600,,,,,,,,,,,,,,,1,1
8,261.0,-617600,,,,,,,,,,,,,,,1,1
5,263.0,-657800,,,,,,,,,,,,,,,1,1
6,269.0,-657800,,,,,,,,,,,,,,,1,1
7,283.0,-657800,,,,,,,,,,,,,,,1,1
13,294.0,-657800,,,,,,,,,,,,,,,1,1
9,295.0,-657800,,,,,,,,,,,,,,,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,295.0,-657800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
