sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-748850,6,6,,,,,,,,,,,,,,
10,299.0,-748850,6,6,,,,,,,,,,,,,,
11,0.0,-748850,6,10,,,,,,,,,,,,,,
5,10.0,-1530850,6,10,,,,,,,,,,,,,,
6,19.0,-1530850,6,10,,,,,,,,,,,,,,
4,26.0,-1530850,6,10,,,,,,,,,,,,,,
6,51.0,-1530850,6,10,,,,,,,,,,,,,,
1,107.0,-1530850,6,10,,,,,,,,,,,,,,
1,236.00000000000003,-1530850,6,10,,,,,,,,,,,,,,
1,241.00000000000003,-1530850,6,10,,,,,,,,,,,,,,
6,338.0,-1530850,6,10,,,,,,,,,,,,,,
1,366.0,-1530850,6,10,,,,,,,,,,,,,,
5,398.0,100,6,10,,,,,,,,,,,,,,
6,405.0,100,6,10,,,,,,,,,,,,,,
7,408.0,100,6,10,,,,,,,,,,,,,,
13,419.0,100,6,10,,,,,,,,,,,,,,
9,419.0,100,6,10,,,,,,,,,,,,,,
14,419.0,100,6,10,,,,,,,,,,,,,,
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,419.0,100,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
