sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,100,6,6,,,,,,,,,,,,,,
10,202.0,100,6,6,,,,,,,,,,,,,,
11,0.0,100,6,7,,,,,,,,,,,,,,
5,23.0,-1495100,6,7,,,,,,,,,,,,,,
4,30.000000000000004,-1495100,6,7,,,,,,,,,,,,,,
6,32.0,-1495100,6,7,,,,,,,,,,,,,,
6,66.0,-1495100,6,7,,,,,,,,,,,,,,
1,91.0,-1495100,6,7,,,,,,,,,,,,,,
1,94.0,-1495100,6,7,,,,,,,,,,,,,,
1,735.0,-1495100,6,7,,,,,,,,,,,,,,
5,742.0,550,6,7,,,,,,,,,,,,,,
6,743.0,550,6,7,,,,,,,,,,,,,,
6,756.0,550,6,7,,,,,,,,,,,,,,
5,758.0,150,6,7,,,,,,,,,,,,,,
6,764.0,150,6,7,,,,,,,,,,,,,,
7,766.0,150,6,7,,,,,,,,,,,,,,
13,787.0,150,6,7,,,,,,,,,,,,,,
9,788.0,150,6,7,,,,,,,,,,,,,,
14,788.0,150,6,7,,,,,,,,,,,,,,
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,788.0,150,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
