sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-757450,6,6,,,,,,,,,,,,,,
10,430.0,-757450,6,6,,,,,,,,,,,,,,
11,0.0,-757450,6,6,,,,,,,,,,,,,,
4,11.0,-757450,6,6,,,,,,,,,,,,,,
5,14.0,-1535850,6,6,,,,,,,,,,,,,,
6,24.0,-1535850,6,6,,,,,,,,,,,,,,
6,36.0,-1535850,6,6,,,,,,,,,,,,,,
6,103.0,-1535850,6,6,,,,,,,,,,,,,,
1,110.0,-1535850,6,6,,,,,,,,,,,,,,
5,118.0,50,6,6,,,,,,,,,,,,,,
6,123.0,50,6,6,,,,,,,,,,,,,,
5,124.0,-755300,6,6,,,,,,,,,,,,,,
6,125.0,-755300,6,6,,,,,,,,,,,,,,
8,138.0,-755300,6,6,,,,,,,,,,,,,,
5,138.0,-763250,6,6,,,,,,,,,,,,,,
6,143.0,-763250,6,6,,,,,,,,,,,,,,
7,150.0,-763250,6,6,,,,,,,,,,,,,,
13,168.0,-763250,6,6,,,,,,,,,,,,,,
9,169.0,-763250,6,6,,,,,,,,,,,,,,
14,169.0,-763250,6,6,,,,,,,,,,,,,,
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,169.0,-763250,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
