sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-751400,7,6,,,,,,,,,,,,,,
10,331.0,-751400,7,6,,,,,,,,,,,,,,
11,0.0,-751400,6,6,,,,,,,,,,,,,,
5,31.000000000000004,-1529900,6,6,,,,,,,,,,,,,,
4,37.0,-1529900,6,6,,,,,,,,,,,,,,
6,40.0,-1529900,6,6,,,,,,,,,,,,,,
6,54.0,-1529900,6,6,,,,,,,,,,,,,,
6,63.00000000000001,-1529900,6,6,,,,,,,,,,,,,,
5,119.0,250,6,6,,,,,,,,,,,,,,
6,121.0,250,6,6,,,,,,,,,,,,,,
6,134.0,250,6,6,,,,,,,,,,,,,,
1,136.0,250,6,6,,,,,,,,,,,,,,
1,138.0,250,6,6,,,,,,,,,,,,,,
5,174.0,-50,6,6,,,,,,,,,,,,,,
6,180.0,-50,6,6,,,,,,,,,,,,,,
5,180.0,-856050,6,6,,,,,,,,,,,,,,
6,182.0,-856050,6,6,,,,,,,,,,,,,,
5,182.0,-777650,6,6,,,,,,,,,,,,,,
6,183.0,-777650,6,6,,,,,,,,,,,,,,
8,184.0,-777650,6,6,,,,,,,,,,,,,,
5,184.0,-737300,6,6,,,,,,,,,,,,,,
6,189.0,-737300,6,6,,,,,,,,,,,,,,
7,193.0,-737300,6,6,,,,,,,,,,,,,,
13,201.0,-737300,6,6,,,,,,,,,,,,,,
9,202.0,-737300,6,6,,,,,,,,,,,,,,
14,202.0,-737300,6,6,,,,,,,,,,,,,,
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,202.0,-737300,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
