sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,150,6,6,,,,,,,,,,,,,,
10,194.0,150,6,6,,,,,,,,,,,,,,
11,0.0,150,6,6,,,,,,,,,,,,,,
5,9.0,-1495250,6,6,,,,,,,,,,,,,,
6,18.0,-1495250,6,6,,,,,,,,,,,,,,
4,34.0,-1495250,6,6,,,,,,,,,,,,,,
6,57.0,-1495250,6,6,,,,,,,,,,,,,,
1,166.0,-1495250,6,6,,,,,,,,,,,,,,
5,181.0,300,6,6,,,,,,,,,,,,,,
6,183.0,300,6,6,,,,,,,,,,,,,,
6,195.0,300,6,6,,,,,,,,,,,,,,
6,197.0,300,6,6,,,,,,,,,,,,,,
6,198.0,300,6,6,,,,,,,,,,,,,,
5,198.0,100,6,6,,,,,,,,,,,,,,
5,199.0,-550,6,6,,,,,,,,,,,,,,
7,207.0,-550,6,6,,,,,,,,,,,,,,
6,208.0,-550,6,6,,,,,,,,,,,,,,
13,224.0,-550,6,6,,,,,,,,,,,,,,
9,225.0,-550,6,6,,,,,,,,,,,,,,
14,225.0,-550,6,6,,,,,,,,,,,,,,
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-550,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
