sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-760950,6,6,,,,,,,,,,,,,,
10,1066.0,-760950,6,6,,,,,,,,,,,,,,
11,0.0,-760950,6,6,,,,,,,,,,,,,,
4,9.0,-760950,6,6,,,,,,,,,,,,,,
5,13.0,-1539900,6,6,,,,,,,,,,,,,,
6,22.0,-1539900,6,6,,,,,,,,,,,,,,
6,36.0,-1539900,6,6,,,,,,,,,,,,,,
5,96.0,900,6,6,,,,,,,,,,,,,,
6,97.0,900,6,6,,,,,,,,,,,,,,
6,109.0,900,6,6,,,,,,,,,,,,,,
1,117.0,900,6,6,,,,,,,,,,,,,,
5,126.0,-50,6,6,,,,,,,,,,,,,,
6,131.0,-50,6,6,,,,,,,,,,,,,,
5,132.0,-776950,6,6,,,,,,,,,,,,,,
6,133.0,-776950,6,6,,,,,,,,,,,,,,
8,145.0,-776950,6,6,,,,,,,,,,,,,,
5,145.0,-760650,6,6,,,,,,,,,,,,,,
6,150.0,-760650,6,6,,,,,,,,,,,,,,
7,163.0,-760650,6,6,,,,,,,,,,,,,,
13,177.0,-760650,6,6,,,,,,,,,,,,,,
9,177.0,-760650,6,6,,,,,,,,,,,,,,
14,177.0,-760650,6,6,,,,,,,,,,,,,,
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,177.0,-760650,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
