sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-705500,6,6,,,,,,,,,,,,,,
10,274.0,-705500,6,6,,,,,,,,,,,,,,
11,0.0,-705500,6,6,,,,,,,,,,,,,,
5,80.0,-1484100,6,6,,,,,,,,,,,,,,
4,87.0,-1484100,6,6,,,,,,,,,,,,,,
6,89.0,-1484100,6,6,,,,,,,,,,,,,,
6,110.0,-1484100,6,6,,,,,,,,,,,,,,
5,165.0,750,6,6,,,,,,,,,,,,,,
6,166.0,750,6,6,,,,,,,,,,,,,,
6,179.0,750,6,6,,,,,,,,,,,,,,
5,179.0,-1450,6,6,,,,,,,,,,,,,,
6,180.0,-1450,6,6,,,,,,,,,,,,,,
1,187.0,-1450,6,6,,,,,,,,,,,,,,
5,218.0,50,6,6,,,,,,,,,,,,,,
6,224.0,50,6,6,,,,,,,,,,,,,,
8,225.0,50,6,6,,,,,,,,,,,,,,
5,225.0,-751750,6,6,,,,,,,,,,,,,,
6,230.00000000000003,-751750,6,6,,,,,,,,,,,,,,
7,233.00000000000003,-751750,6,6,,,,,,,,,,,,,,
13,242.00000000000003,-751750,6,6,,,,,,,,,,,,,,
9,242.00000000000003,-751750,6,6,,,,,,,,,,,,,,
14,242.00000000000003,-751750,6,6,,,,,,,,,,,,,,
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,242.00000000000003,-751750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
