sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-759150,6,6,,,,,,,,,,,,,,
10,222.0,-759150,6,6,,,,,,,,,,,,,,
11,0.0,-759150,6,6,,,,,,,,,,,,,,
4,28.0,-759150,6,6,,,,,,,,,,,,,,
5,34.0,-1538100,6,6,,,,,,,,,,,,,,
6,43.0,-1538100,6,6,,,,,,,,,,,,,,
6,55.0,-1538100,6,6,,,,,,,,,,,,,,
6,127.0,-1538100,6,6,,,,,,,,,,,,,,
5,127.0,2650,6,6,,,,,,,,,,,,,,
6,128.0,2650,6,6,,,,,,,,,,,,,,
1,134.0,2650,6,6,,,,,,,,,,,,,,
1,145.0,2650,6,6,,,,,,,,,,,,,,
5,157.0,50,6,6,,,,,,,,,,,,,,
6,162.0,50,6,6,,,,,,,,,,,,,,
5,162.0,-789250,6,6,,,,,,,,,,,,,,
6,163.0,-789250,6,6,,,,,,,,,,,,,,
1,188.0,-789250,6,6,,,,,,,,,,,,,,
1,191.0,-789250,6,6,,,,,,,,,,,,,,
8,193.0,-789250,6,6,,,,,,,,,,,,,,
5,194.0,-764800,6,6,,,,,,,,,,,,,,
6,199.0,-764800,6,6,,,,,,,,,,,,,,
7,203.0,-764800,6,6,,,,,,,,,,,,,,
13,225.0,-764800,6,6,,,,,,,,,,,,,,
9,225.0,-764800,6,6,,,,,,,,,,,,,,
14,225.0,-764800,6,6,,,,,,,,,,,,,,
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,225.0,-764800,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
