sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,-736150,6,6,,,,,,,,,,,,,,
10,0.0,-736150,6,6,,,,,,,,,,,,,,
11,0.0,-736150,6,6,,,,,,,,,,,,,,
4,19.0,-736150,6,6,,,,,,,,,,,,,,
5,28.0,-1515100,6,6,,,,,,,,,,,,,,
6,37.0,-1515100,6,6,,,,,,,,,,,,,,
6,51.0,-1515100,6,6,,,,,,,,,,,,,,
5,101.0,2950,6,6,,,,,,,,,,,,,,
6,102.0,2950,6,6,,,,,,,,,,,,,,
6,112.0,2950,6,6,,,,,,,,,,,,,,
1,156.0,2950,6,6,,,,,,,,,,,,,,
5,165.0,-2300,6,6,,,,,,,,,,,,,,
6,170.0,-2300,6,6,,,,,,,,,,,,,,
5,171.0,-721000,6,6,,,,,,,,,,,,,,
6,173.0,-721000,6,6,,,,,,,,,,,,,,
8,187.0,-721000,6,6,,,,,,,,,,,,,,
5,187.0,-761600,6,6,,,,,,,,,,,,,,
6,192.0,-761600,6,6,,,,,,,,,,,,,,
7,201.0,-761600,6,6,,,,,,,,,,,,,,
13,216.0,-761600,6,6,,,,,,,,,,,,,,
9,216.0,-761600,6,6,,,,,,,,,,,,,,
14,216.0,-761600,6,6,,,,,,,,,,,,,,
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,216.0,-761600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
